transaction_id,customer_id,merchant_id,timestamp,amount,currency,country,city,device_id,payment_method,is_online,transaction_type
TX_2026_00000074,ID_C00063,M0001,2026-01-01 12:30:17,15.67,EUR,Spain,Alicante,DEV_CUST_00063_4,Digital Wallet,True,Online Payment
TX_2026_00000075,ID_C00065,M0202,2026-01-01 11:45:08,12.17,EUR,Spain,Madrid,DEV_CUST_00065_1,Contactless Card,False,Card Payment
TX_2026_00000076,ID_C00065,M0091,2026-01-01 11:29:42,4.35,EUR,Spain,Madrid,DEV_CUST_00065_1,Online Card,True,Online Payment
TX_2026_00000077,ID_C00066,M0224,2026-01-01 04:39:13,14.56,EUR,Spain,Palma,DEV_CUST_00066_1,Online Card,True,Online Payment
TX_2026_00000078,ID_C00067,M0011,2026-01-01 17:17:41,49.68,EUR,United States,Miami,DEV_CUST_00067_3,Digital Wallet,True,Online Payment
TX_2026_00000079,ID_C00067,M0094,2026-01-01 18:52:54,109.0,EUR,Spain,Madrid,DEV_CUST_00067_1,Online Card,True,Online Payment
TX_2026_00000080,ID_C00068,M0243,2026-01-01 19:59:40,22.15,EUR,Spain,Barcelona,DEV_CUST_00068_1,Online Card,True,Online Payment
TX_2026_00000081,ID_C00068,M0236,2026-01-01 08:09:21,30.71,EUR,Spain,Las Palmas de Gran Canaria,DEV_CUST_00068_1,Bank Transfer,True,Online Payment
TX_2026_00000082,ID_C00068,M0166,2026-01-01 06:19:12,21.34,EUR,Spain,Seville,DEV_CUST_00068_1,Contactless Card,False,Card Payment
TX_2026_00000083,ID_C00068,M0179,2026-01-01 19:43:24,37.52,EUR,Spain,Valencia,DEV_CUST_00068_1,Online Card,True,Online Payment
TX_2026_00000084,ID_C00069,M0069,2026-01-01 09:28:19,21.58,EUR,Spain,Gijón,DEV_CUST_00069_1,Contactless Card,False,Card Payment
TX_2026_00000085,ID_C00071,M0024,2026-01-01 08:24:28,19.36,EUR,Spain,Córdoba,DEV_CUST_00071_1,Online Card,True,Online Payment
TX_2026_00000086,ID_C00072,M0065,2026-01-01 20:28:13,79.05,EUR,Spain,Valencia,DEV_CUST_00072_1,Contactless Card,False,Card Payment
TX_2026_00000087,ID_C00072,M0093,2026-01-01 19:35:49,9.2,EUR,Spain,Murcia,DEV_CUST_00072_1,Online Card,True,Online Payment
TX_2026_00000088,ID_C00072,M0191,2026-01-01 11:48:01,19.28,EUR,Spain,Vigo,DEV_CUST_00072_1,Contactless Card,False,Card Payment
TX_2026_00000089,ID_C00074,M0160,2026-01-01 21:01:52,23.17,EUR,Spain,Málaga,DEV_CUST_00074_5,Contactless Card,False,Card Payment
TX_2026_00000090,ID_C00074,M0053,2026-01-01 23:37:05,45.61,EUR,Spain,Zaragoza,DEV_CUST_00074_4,Online Card,True,Online Payment
TX_2026_00000091,ID_C00074,M0143,2026-01-01 17:30:24,53.81,EUR,Spain,Málaga,DEV_CUST_00074_1,Contactless Card,False,Card Payment
TX_2026_00000092,ID_C00074,M0190,2026-01-01 20:18:45,38.78,EUR,Spain,Gijón,DEV_CUST_00074_3,Digital Wallet,True,Online Payment
TX_2026_00000093,ID_C00077,M0002,2026-01-01 12:31:29,39.02,EUR,Spain,Barcelona,DEV_CUST_00077_2,Chip & PIN,False,Card Payment
TX_2026_00000094,ID_C00078,M0160,2026-01-01 22:39:01,17.05,EUR,Spain,Málaga,DEV_CUST_00078_1,Chip & PIN,False,Card Payment
TX_2026_00000095,ID_C00078,M0104,2026-01-01 22:22:28,35.81,EUR,France,Paris,DEV_CUST_00078_1,Online Card,True,Online Payment
TX_2026_00000096,ID_C00078,M0222,2026-01-01 17:06:52,32.49,EUR,Spain,Málaga,DEV_CUST_00078_3,Contactless Card,False,Card Payment
TX_2026_00000097,ID_C00079,M0129,2026-01-01 18:27:10,35.11,EUR,Spain,Seville,DEV_CUST_00079_3,Chip & PIN,False,Card Payment
TX_2026_00000098,ID_C00082,M0139,2026-01-01 14:10:06,14.58,EUR,Spain,Madrid,DEV_CUST_00082_2,Chip & PIN,False,Card Payment
TX_2026_00000099,ID_C00082,M0076,2026-01-01 19:54:20,16.46,EUR,Spain,Valencia,DEV_CUST_00082_1,Contactless Card,False,Card Payment
TX_2026_00000100,ID_C00082,M0022,2026-01-01 12:51:38,10.2,EUR,Spain,Córdoba,DEV_CUST_00082_1,Online Card,True,Online Payment
TX_2026_00000101,ID_C00082,M0102,2026-01-01 11:10:23,11.87,EUR,Spain,Madrid,DEV_CUST_00082_2,Digital Wallet,True,Online Payment
TX_2026_00000102,ID_C00083,M0039,2026-01-01 10:31:38,57.54,EUR,Spain,Málaga,DEV_CUST_00083_1,Contactless Card,False,Card Payment
TX_2026_00000103,ID_C00083,M0077,2026-01-01 06:32:10,77.33,EUR,Spain,Córdoba,DEV_CUST_00083_1,Online Card,True,Online Payment
TX_2026_00000104,ID_C00084,M0167,2026-01-01 16:40:34,24.05,EUR,Spain,Zaragoza,DEV_CUST_00084_2,Bank Transfer,True,Online Payment
TX_2026_00000105,ID_C00084,M0216,2026-01-01 14:16:24,62.45,EUR,Spain,Murcia,DEV_CUST_00084_1,Contactless Card,False,Card Payment
TX_2026_00000106,ID_C00086,M0213,2026-01-01 13:04:45,22.23,EUR,Spain,Gijón,DEV_CUST_00086_1,Contactless Card,False,Card Payment
TX_2026_00000107,ID_C00090,M0053,2026-01-01 18:01:53,81.81,EUR,Spain,Zaragoza,DEV_CUST_00090_2,Chip & PIN,False,Card Payment
TX_2026_00000108,ID_C00090,M0105,2026-01-01 09:15:58,58.46,EUR,Spain,Madrid,DEV_CUST_00090_1,Contactless Card,False,Card Payment
TX_2026_00000109,ID_C00090,M0174,2026-01-01 08:20:52,56.14,EUR,Spain,Valencia,DEV_CUST_00090_1,Digital Wallet,True,Online Payment
TX_2026_00000110,ID_C00090,M0189,2026-01-01 17:38:09,33.9,EUR,Spain,Palma,DEV_CUST_00090_1,Bank Transfer,True,Online Payment
TX_2026_00000111,ID_C00090,M0119,2026-01-01 14:06:42,42.89,EUR,Spain,Barcelona,DEV_CUST_00090_1,Contactless Card,False,Card Payment
TX_2026_00000112,ID_C00090,M0097,2026-01-01 12:00:26,55.57,EUR,Spain,Bilbao,DEV_CUST_00090_1,Chip & PIN,False,Card Payment
TX_2026_00000113,ID_C00091,M0089,2026-01-01 06:13:36,57.65,EUR,Spain,Zaragoza,DEV_CUST_00091_3,Bank Transfer,True,Online Payment
TX_2026_00000114,ID_C00091,M0200,2026-01-01 14:55:25,54.83,EUR,Spain,Madrid,DEV_CUST_00091_4,Online Card,True,Online Payment
TX_2026_00000115,ID_C00091,M0214,2026-01-01 16:44:40,66.83,EUR,Spain,Barcelona,DEV_CUST_00091_4,Online Card,True,Online Payment
TX_2026_00000116,ID_C00091,M0194,2026-01-01 21:53:30,57.0,EUR,Spain,Córdoba,DEV_CUST_00091_5,Bank Transfer,True,Online Payment
TX_2026_00000117,ID_C00092,M0225,2026-01-01 06:04:00,69.21,EUR,Spain,Barcelona,DEV_CUST_00092_2,Online Card,True,Online Payment
TX_2026_00000118,ID_C00092,M0203,2026-01-01 17:29:08,35.4,EUR,Spain,Málaga,DEV_CUST_00092_1,Chip & PIN,False,Card Payment
TX_2026_00000119,ID_C00092,M0036,2026-01-01 12:55:25,72.83,EUR,Spain,Valladolid,DEV_CUST_00092_2,Bank Transfer,True,Online Payment
TX_2026_00000120,ID_C00092,M0185,2026-01-01 06:03:40,40.46,EUR,Spain,Vigo,DEV_CUST_00092_1,Contactless Card,False,Card Payment
TX_2026_00000121,ID_C00093,M0003,2026-01-01 10:04:31,19.16,EUR,Spain,Palma,DEV_CUST_00093_1,Cash Withdrawal,False,Card Payment
TX_2026_00000122,ID_C00097,M0190,2026-01-01 19:22:19,47.67,EUR,Spain,Gijón,DEV_CUST_00097_3,Chip & PIN,False,Card Payment
TX_2026_00000123,ID_C00099,M0123,2026-01-01 20:58:16,30.15,EUR,Spain,Málaga,DEV_CUST_00099_1,Online Card,True,Online Payment
TX_2026_00000124,ID_C00100,M0066,2026-01-01 17:20:10,73.76,EUR,Spain,Murcia,DEV_CUST_00100_1,Contactless Card,False,Card Payment
TX_2026_00000125,ID_C00101,M0015,2026-01-01 20:07:16,63.38,EUR,Spain,Alicante,DEV_CUST_00101_1,Bank Transfer,True,Online Payment
TX_2026_00000126,ID_C00102,M0049,2026-01-01 19:41:36,88.03,EUR,Spain,Las Palmas de Gran Canaria,DEV_CUST_00102_1,Online Card,True,Online Payment
TX_2026_00000127,ID_C00102,M0218,2026-01-01 04:58:40,43.02,EUR,Spain,Valencia,DEV_CUST_00102_1,Cash Withdrawal,False,Card Payment
TX_2026_00000128,ID_C00103,M0250,2026-01-01 06:12:01,37.19,EUR,Spain,Valencia,DEV_CUST_00103_3,Online Card,True,Online Payment
TX_2026_00000129,ID_C00103,M0231,2026-01-01 18:21:57,271.74,EUR,Spain,Madrid,DEV_CUST_00103_6,Chip & PIN,False,Card Payment
TX_2026_00000130,ID_C00104,M0041,2026-01-01 15:06:15,53.45,EUR,Spain,Barcelona,DEV_CUST_00104_1,Online Card,True,Online Payment
TX_2026_00000131,ID_C00105,M0039,2026-01-01 11:48:48,23.62,EUR,Spain,Málaga,DEV_CUST_00105_2,Contactless Card,False,Card Payment
TX_2026_00000132,ID_C00105,M0046,2026-01-01 10:05:57,19.9,EUR,Spain,Valladolid,DEV_CUST_00105_1,Contactless Card,False,Card Payment
TX_2026_00000133,ID_C00105,M0037,2026-01-01 03:12:20,23.22,EUR,Spain,Valencia,DEV_CUST_00105_2,Chip & PIN,False,Card Payment
TX_2026_00000134,ID_C00105,M0230,2026-01-01 16:25:03,15.76,EUR,Spain,Barcelona,DEV_CUST_00105_1,Contactless Card,False,Card Payment
TX_2026_00000135,ID_C00106,M0216,2026-01-01 18:20:05,13.76,EUR,Spain,Murcia,DEV_CUST_00106_1,Contactless Card,False,Card Payment
TX_2026_00000136,ID_C00111,M0037,2026-01-01 11:21:42,16.08,EUR,Spain,Valencia,DEV_CUST_00111_1,Online Card,True,Online Payment
TX_2026_00000137,ID_C00114,M0222,2026-01-01 19:39:12,26.54,EUR,Spain,Málaga,DEV_CUST_00114_1,Online Card,True,Online Payment
TX_2026_00000138,ID_C00115,M0095,2026-01-01 12:20:30,12.89,EUR,Spain,Madrid,DEV_CUST_00115_2,Cash Withdrawal,False,Card Payment
TX_2026_00000139,ID_C00115,M0213,2026-01-01 09:12:37,7.68,EUR,Spain,Gijón,DEV_CUST_00115_1,Chip & PIN,False,Card Payment
TX_2026_00000140,ID_C00115,M0055,2026-01-01 09:53:10,74.25,EUR,Spain,Las Palmas de Gran Canaria,DEV_CUST_00115_2,Digital Wallet,True,Online Payment
TX_2026_00000141,ID_C00118,M0075,2026-01-01 11:19:44,10.79,EUR,Spain,Barcelona,DEV_CUST_00118_1,Online Card,True,Online Payment
TX_2026_00000142,ID_C00118,M0136,2026-01-01 13:30:31,8.43,EUR,Spain,Barcelona,DEV_CUST_00118_1,Online Card,True,Online Payment
TX_2026_00000143,ID_C00118,M0085,2026-01-01 19:58:45,26.23,EUR,Spain,Madrid,DEV_CUST_00118_1,Online Card,True,Online Payment
TX_2026_00000144,ID_C00119,M0124,2026-01-01 02:45:40,27.23,EUR,Spain,Barcelona,DEV_CUST_00119_1,Contactless Card,False,Card Payment
TX_2026_00000145,ID_C00121,M0220,2026-01-01 12:48:20,41.42,EUR,Spain,Madrid,DEV_CUST_00121_1,Online Card,True,Online Payment
TX_2026_00000146,ID_C00121,M0231,2026-01-01 09:00:43,50.32,EUR,Spain,Madrid,DEV_CUST_00121_3,Contactless Card,False,Card Payment
TX_2026_00000147,ID_C00122,M0054,2026-01-01 17:38:04,58.63,EUR,Spain,Seville,DEV_CUST_00122_3,Chip & PIN,False,Card Payment
TX_2026_00000148,ID_C00122,M0081,2026-01-01 17:43:05,42.78,EUR,Spain,Gijón,DEV_CUST_00122_3,Contactless Card,False,Card Payment
TX_2026_00000149,ID_C00126,M0013,2026-01-01 16:20:09,72.83,EUR,Spain,Málaga,DEV_CUST_00126_1,Online Card,True,Online Payment
TX_2026_00000150,ID_C00126,M0218,2026-01-01 11:27:41,43.62,EUR,Spain,Valencia,DEV_CUST_00126_1,Chip & PIN,False,Card Payment
TX_2026_00000151,ID_C00126,M0197,2026-01-01 10:35:37,46.75,EUR,Spain,Málaga,DEV_CUST_00126_1,Digital Wallet,True,Online Payment
TX_2026_00000152,ID_C00128,M0186,2026-01-01 22:06:59,17.81,EUR,Spain,Barcelona,DEV_CUST_00128_2,Online Card,True,Online Payment
TX_2026_00000153,ID_C00131,M0185,2026-01-01 08:06:27,35.67,EUR,Spain,Vigo,DEV_CUST_00131_2,Online Card,True,Online Payment
TX_2026_00000154,ID_C00132,M0210,2026-01-01 13:59:16,251.0,EUR,Spain,Madrid,DEV_CUST_00132_1,Chip & PIN,False,Card Payment
TX_2026_00000155,ID_C00135,M0003,2026-01-01 09:54:49,59.86,EUR,Spain,Palma,DEV_CUST_00135_2,Cash Withdrawal,False,Card Payment
TX_2026_00000156,ID_C00137,M0091,2026-01-01 06:09:04,69.35,EUR,Spain,Madrid,DEV_CUST_00137_1,Chip & PIN,False,Card Payment
TX_2026_00000157,ID_C00138,M0223,2026-01-01 10:12:53,44.33,EUR,Spain,Valencia,DEV_CUST_00138_1,Digital Wallet,True,Online Payment
TX_2026_00000158,ID_C00138,M0145,2026-01-01 18:49:24,31.25,EUR,Spain,Madrid,DEV_CUST_00138_1,Chip & PIN,False,Card Payment
TX_2026_00000159,ID_C00140,M0019,2026-01-01 15:46:35,52.44,EUR,Spain,Madrid,DEV_CUST_00140_1,Chip & PIN,False,Card Payment
TX_2026_00000160,ID_C00140,M0151,2026-01-01 09:37:37,35.56,EUR,Spain,Barcelona,DEV_CUST_00140_3,Online Card,True,Online Payment
TX_2026_00000161,ID_C00140,M0238,2026-01-01 03:20:04,61.0,EUR,Spain,Seville,DEV_CUST_00140_1,Contactless Card,False,Card Payment
TX_2026_00000162,ID_C00140,M0225,2026-01-01 20:19:50,67.21,EUR,Spain,Barcelona,DEV_CUST_00140_3,Online Card,True,Online Payment
TX_2026_00000163,ID_C00142,M0045,2026-01-01 14:00:59,34.38,EUR,Spain,Murcia,DEV_CUST_00142_1,Chip & PIN,False,Card Payment
TX_2026_00000164,ID_C00143,M0153,2026-01-01 16:26:31,30.13,EUR,Spain,Valencia,DEV_CUST_00143_2,Cash Withdrawal,False,Card Payment
TX_2026_00000165,ID_C00144,M0218,2026-01-01 21:11:57,99.06,EUR,Spain,Valencia,DEV_CUST_00144_3,Online Card,True,Online Payment
TX_2026_00000166,ID_C00144,M0246,2026-01-01 11:31:04,109.63,EUR,Germany,Berlin,DEV_CUST_00144_2,Online Card,True,Online Payment
TX_2026_00000167,ID_C00144,M0053,2026-01-01 06:16:05,36.29,EUR,Spain,Zaragoza,DEV_CUST_00144_1,Bank Transfer,True,Online Payment
TX_2026_00000168,ID_C00147,M0135,2026-01-01 19:24:44,39.14,EUR,Spain,Barcelona,DEV_CUST_00147_1,Online Card,True,Online Payment
TX_2026_00000169,ID_C00148,M0195,2026-01-01 19:35:15,19.68,EUR,Spain,Madrid,DEV_CUST_00148_1,Online Card,True,Online Payment
TX_2026_00000170,ID_C00148,M0095,2026-01-01 16:22:49,9.05,EUR,Spain,Madrid,DEV_CUST_00148_1,Online Card,True,Online Payment
TX_2026_00000171,ID_C00149,M0203,2026-01-01 12:45:41,14.39,EUR,Spain,Málaga,DEV_CUST_00149_1,Cash Withdrawal,False,Card Payment
TX_2026_00000172,ID_C00150,M0107,2026-01-01 09:29:49,14.69,EUR,Spain,Málaga,DEV_CUST_00150_2,Online Card,True,Online Payment
TX_2026_00000173,ID_C00150,M0223,2026-01-01 16:13:07,22.69,EUR,Spain,Valencia,DEV_CUST_00150_6,Online Card,True,Online Payment
TX_2026_00000174,ID_C00152,M0035,2026-01-01 19:06:42,21.28,EUR,Spain,Málaga,DEV_CUST_00152_1,Contactless Card,False,Card Payment
