customer_id,latent_expected_transactions_month,latent_typical_transaction_amount,latent_amount_variability,latent_online_probability,latent_international_probability,latent_night_probability,latent_weekend_probability,latent_number_of_devices,latent_geographic_mobility
ID_C00020,32.86855208092427,38.60522234826669,0.5496913957604217,0.2892954317956512,0.01421091924176695,0.06608316986722612,0.26026974385702056,2,0.340508945855872
ID_C00021,36.005118352852435,41.475936549176254,0.5888293368064288,0.044982789896897746,0.04805126392279528,0.028919243242678222,0.1590593469788186,1,0.25990518711590255
ID_C00022,48.22675506131967,26.47247205437364,0.3155288757786566,0.5015830566666422,0.03689307622552157,0.1150689456326151,0.30690577185019635,4,0.3290996149525466
ID_C00023,23.40250642523571,25.92283460383492,0.3201697985319563,0.1728228330138905,0.1506989615013568,0.09692111528204175,0.177337832472059,3,0.33787260043084083
ID_C00024,33.55182373535423,29.88169002329842,0.6484085441625809,0.02,0.043493363178203695,0.023439639703510925,0.19352802863169632,2,0.28868849348969317
ID_C00025,18.91855382732785,25.02422589894921,0.37391978147567906,0.12125774187259689,0.006128576861814415,0.09592283820803285,0.4252533584620204,1,0.25581012518543633
ID_C00026,20.285699927072823,59.89999606474918,0.4051673369620372,0.625472215405789,0.08109350304246976,0.14086915186166546,0.281192196438495,2,0.2714191507230402
ID_C00027,31.884259008194505,49.3792574145167,0.2766909663135877,0.44715385225451393,0.09050863271279314,0.09388573319171165,0.2975878204199602,4,0.2883256081903813
ID_C00028,52.012534259857006,46.90938611714293,0.45813121285159614,0.5736942790305233,0.005503541120663286,0.20977857382722162,0.39313746125735693,2,0.4112926177869817
ID_C00029,21.103077359540624,19.240647680456643,0.6510129401367968,0.576371720435652,0.052098671934249746,0.12269572035491114,0.29482558659670194,4,0.2715779682588379
ID_C00030,37.230466162918354,50.65612167315097,0.31988420547697843,0.3243278217521417,0.0631198193485644,0.09318375535410463,0.20330692975419312,1,0.26057697322525275
ID_C00031,34.25678134038037,29.53284652599853,0.39843823728564265,0.6300044594698959,0.07330620967950828,0.0933077901352486,0.33887059444888473,4,0.264411485575835
ID_C00032,22.518416576226958,30.26251823405898,0.6174465811551454,0.03216963768851343,0.15129401369670645,0.045233723562371014,0.278562354673366,1,0.5184775389176162
ID_C00033,58.115571015990305,34.65947606076299,0.3187039650189011,0.3827992807405184,0.029268806305349015,0.12778071083191805,0.2818766905448848,3,0.30401278207426463
ID_C00034,27.67277185937823,50.98167622155283,0.5324753057362209,0.610876147222444,0.005,0.09760916822575649,0.28360167866162894,5,0.11020867206552692
ID_C00035,58.67010005416509,52.1437920895309,0.45930415039518974,0.3429056338478206,0.15255054759864842,0.11671178889972596,0.29164390100685844,2,0.1963985682312742
ID_C00036,33.238638963480824,42.33666420865311,0.3238916862710958,0.6499824246910295,0.00765855672086363,0.08687477424201055,0.3540727773829487,5,0.45947527085243867
ID_C00037,47.23928970746522,63.016116839669564,0.3092392886085207,0.7827653100346086,0.04179353244535823,0.039911942698337144,0.3602127180758571,2,0.45714608218326325
ID_C00038,19.976512773348155,27.275902064864738,0.47927404089927556,0.3205863709974576,0.06758546424067974,0.10310469607031927,0.2938137089664277,1,0.022787587604082726
ID_C00039,35.67220508073221,37.26118157586835,0.6684482898304691,0.620195362622127,0.05552965728234728,0.14900332713439635,0.29146056870575343,1,0.2154392084556141
ID_C00040,32.86749142354846,48.68509513069897,0.34910211360644894,0.2106258827775428,0.07084669022928451,0.04335403020211553,0.2741228916335935,1,0.26083275547350127
ID_C00041,22.2331128333375,24.87313563261494,0.6747044214615365,0.33217355598448234,0.07997735598910963,0.042877898340435636,0.28988950409709263,3,0.20766537998314505
ID_C00042,35.332298409139135,41.501522673346955,0.6755655498809675,0.1905599647801265,0.005,0.02779665365665869,0.20209916559627855,4,0.17513472730109586
ID_C00043,41.326008290414705,42.7012344432731,0.6047891425503104,0.5928296991568485,0.02579997148765076,0.036652494040661135,0.22651237943551553,2,0.27729067908763133
ID_C00044,39.266815084694834,52.00975157778641,0.7230122267790475,0.6157213849135621,0.005,0.11668056041429957,0.26342559139513727,2,0.2842634963755986
ID_C00045,24.85636896977039,87.29423972738685,0.3096087630988723,0.2569381135132779,0.056407623732683015,0.07690600393665964,0.17771694836163265,3,0.19999574328607128
ID_C00046,11.465971523188532,15.274040485725935,0.40852045565861894,0.2041324715060667,0.03827233653404953,0.09843077906073792,0.33529966849536497,2,0.251150611637961
ID_C00047,31.684281880283805,48.46261856556192,0.40810707591202156,0.5160741516115985,0.09255406130937435,0.061451544346439894,0.28031695311811344,2,0.4719857407927407
ID_C00048,18.585910994119917,37.84535381580565,0.5018164625915496,0.3829592418835796,0.018820704130983218,0.10075753397393883,0.2574231405407116,2,0.3798702283576115
ID_C00049,29.241318468005584,40.52668412279607,0.39030571806682796,0.2953965579308696,0.0376530777781435,0.07338867813662873,0.18842969578924385,1,0.06110256058512026
ID_C00050,20.740260664208535,77.64967636333166,0.3268064495303174,0.478051976671521,0.005,0.055886779053958724,0.2528252246033683,4,0.11268499764066686
ID_C00051,31.54089268957925,46.826696530753644,0.2553638224878381,0.6290806121690081,0.0637858090494421,0.14670815045269991,0.24558138588846207,6,0.46845856704798683
ID_C00052,15.417207545909688,53.68940123828258,0.6276650863973723,0.6758228823322695,0.11258872086679618,0.12095573806389573,0.25294389520375204,2,0.11210891133833828
ID_C00053,27.49920978822986,32.24525585233709,0.543222586507398,0.02,0.08853736899583325,0.007838296219147452,0.17868852668180238,3,0.2808978154343927
ID_C00054,37.58232821779579,30.06158386309299,0.5197637176308394,0.4162665970385484,0.06540151750624404,0.06391333606878158,0.294820900040433,4,0.17612847953065958
ID_C00055,22.641464459027326,31.536435643444456,0.4492762533507703,0.4334295128497715,0.05204568234208647,0.030861618064257176,0.3250092282009982,1,0.2808422031093579
ID_C00056,17.505617032699377,49.81173617577201,0.4037675362103931,0.10518727405849523,0.047280789760623804,0.05655089530185953,0.1750152606756123,4,0.2696979198836442
ID_C00057,39.74790279097804,17.161932485947887,0.7316056117746899,0.37062210798478706,0.007114679142925635,0.06785991206576647,0.3798648265373997,2,0.32825380419719163
ID_C00058,35.14994050066763,21.464455542821227,0.39411412274395263,0.5821298850813109,0.005,0.0179732698288542,0.25881966967695813,3,0.08700455284294462
ID_C00059,23.95377459497354,27.780449184589617,0.29240963615591603,0.48724124635630806,0.024535388675910576,0.1435282902701133,0.31814632411684685,1,0.097728321913823
ID_C00060,42.25235599586877,29.753276759433493,0.5876528143337421,0.40762655646009405,0.13785288590172254,0.10983502739231568,0.21586826748697394,2,0.22632278383285234
ID_C00061,74.78184091024012,54.49594532895695,0.25225006246982956,0.2768913447678601,0.02521336263485546,0.06177840733499824,0.22332738264176377,3,0.3604663602884611
ID_C00062,61.50853894100082,124.7602219574096,0.39947182555945276,0.20631619593798148,0.03758064095216225,0.04284442625398327,0.2705038079488872,1,0.36954733709717724
ID_C00063,21.627147175604044,16.50123346776234,0.6537158029881409,0.6052684981945892,0.1268784132974824,0.04156687094828735,0.29289983927962393,4,0.31972688435727625
ID_C00064,19.189822704921845,83.76451417704551,0.31718345665653075,0.41678876111195196,0.005850372088719712,0.0646814791700698,0.23597001318956146,2,0.445502260419792
ID_C00065,17.85717122871348,17.788692485609214,0.6259815607874577,0.15975769052074873,0.03630636245344471,0.047960305757871975,0.19471738919922416,1,0.357848020263063
ID_C00066,14.990553173019393,10.754235155411449,0.5453723970818831,0.427236975527424,0.09144500703854064,0.01707924472354396,0.3417903948157168,1,0.5859122739220888
ID_C00067,40.54506497935932,52.548878014414115,0.6419120546878567,0.4816775867200791,0.14500340804992615,0.08129312521412987,0.2539338540681358,4,0.39489620654147867
ID_C00068,59.13240698060885,37.454478634176944,0.7276747140939055,0.43140772238697994,0.040169539999483944,0.11380134132849724,0.16741113546904768,1,0.2061100399246265
ID_C00069,15.536987275892034,30.606338010060565,0.47755892120588117,0.629889534548117,0.09451863566641056,0.12387348372023245,0.22845931398644234,2,0.18288494206621142
ID_C00070,25.448246787504402,56.26552896539587,0.44706288858904875,0.46474846907094747,0.04945412832818813,0.10754159120223918,0.228246094297968,1,0.27471719827642116
ID_C00071,22.86909047860396,24.077343886088364,0.4656635100732248,0.5149047617782022,0.009108788734106824,0.08759552657691669,0.33640094286746514,2,0.3892536269725679
ID_C00072,30.017614556770592,33.590126675037396,0.7151923087945753,0.28598390808737695,0.005218564989178956,0.06119534291806776,0.3029137165467723,1,0.2774794810885857
ID_C00073,24.24942140757569,42.61162434819917,0.3441609874056759,0.33070082819444707,0.005,0.005,0.27008726988257536,2,0.07681975121452456
ID_C00074,36.23444728569625,65.3003750861152,0.559559543213487,0.6016297572101451,0.035131332136572206,0.06767173446037843,0.28057256458353275,5,0.18949795226290467
ID_C00075,33.72139789962031,32.28899269355196,0.5503669594313212,0.7749665267043777,0.0754148457144511,0.1985003559076084,0.41184531416861053,1,0.08596666443429798
ID_C00076,36.039495654109636,36.0240116440898,0.6125916604254344,0.7181816619300825,0.11915981363542814,0.1239805150073903,0.2927606708427938,2,0.3243356732277335
ID_C00077,13.640145150518325,41.023479900645235,0.5036463507910216,0.26973478831655356,0.04795211552733613,0.08800676090357978,0.36987805833223203,2,0.3298544771761299
ID_C00078,35.54581379234312,41.49184474894873,0.5608960149303783,0.3848948122393071,0.020156069733899468,0.01874211152692134,0.30556109072737675,3,0.4194841663079908
ID_C00079,50.70762887085728,67.82950158471394,0.37683225328091424,0.3154954672030849,0.07665204690567756,0.05861512261875894,0.29896400171825815,3,0.15069529453669567
ID_C00080,19.675124938634543,43.63117562194009,0.2562349389706066,0.1922105891922344,0.06011539259879596,0.03740105646473474,0.18859669581373129,2,0.3292925266774022
ID_C00081,22.00684808586962,22.188551575236875,0.33922088091091546,0.39377769399164625,0.005,0.005,0.18690774233787444,2,0.2858866973489855
ID_C00082,53.533868068149296,15.448759618508085,0.6414800650130424,0.5561438201803574,0.005,0.04050483720525262,0.24235540413856899,2,0.6712982340421405
ID_C00083,85.605353851924,56.8270008514856,0.7396123168536398,0.2535576476984625,0.12014764106804325,0.04766753375866271,0.25655289130230724,1,0.8314624415241042
ID_C00084,60.61924645785237,48.98339964300975,0.5508873779338542,0.5138167462915659,0.030409992683951635,0.1527150339973028,0.2515542793885576,2,0.6903899751926521
ID_C00085,40.612915248562324,20.736091166403657,0.7274491959279038,0.65179805801697,0.005,0.12853971890353294,0.2841990501657227,2,0.13893898003549116
ID_C00086,17.34495977806498,27.699058058760656,0.3797199199272671,0.5778864284647239,0.009684282015058214,0.1081070669364057,0.283150118416735,2,0.2985216848484826
ID_C00087,16.66037585271078,28.784278026693137,0.6883553986323097,0.2725559839510181,0.08790598439393199,0.022222377477061045,0.24140142035496026,1,0.33467000006024483
ID_C00088,30.92187480943939,29.453486382375694,0.29848894435273965,0.22960071373896246,0.08667853108815954,0.036056777812619636,0.2595805686372637,1,0.26259044030130635
ID_C00089,50.53251170032622,34.33810146354032,0.6175647137598167,0.5978875538520462,0.005,0.09974229263300005,0.2851276591863134,2,0.22533510656463385
ID_C00090,92.55164837036801,59.395275739723644,0.30019782282490465,0.4069919580994826,0.006950191987249277,0.031206103804662495,0.26985166500077457,2,0.568488617405568
ID_C00091,52.48228986576358,79.93255306553687,0.5154251971439072,0.68634287120857,0.005,0.12205233628428844,0.2366497371838287,5,0.34965507806282564
ID_C00092,32.267282656168426,46.383686110039854,0.312831926434268,0.444832406597316,0.09661230142188708,0.09118484994008325,0.29548100409545835,2,0.2894547909101255
ID_C00093,25.014935603099183,42.41851057054767,0.7084242038145978,0.4886393959567953,0.06963066835975276,0.08000765645648304,0.31446795784785553,2,0.01
ID_C00094,22.86808524947958,8.133431647810154,0.48437964850697623,0.5951768600940984,0.06910117349067181,0.060939280496501734,0.2443948979060531,3,0.29976961761883847
ID_C00095,51.90811579669171,124.10612288323016,0.7118916580465902,0.4497656019309199,0.0456109019322284,0.08910973159524772,0.18176291738992173,2,0.560922930862492
ID_C00096,35.42657403422915,40.187025312612896,0.5661414065151051,0.42231220184061663,0.14467256798759118,0.025007194283265467,0.22792061836893643,2,0.3299789488883751
ID_C00097,40.88169916664646,54.1636712830839,0.42135682137747793,0.42294817154636066,0.07942332369713495,0.09935966129265657,0.3115990741880698,3,0.572517487736658
ID_C00098,22.487484478613233,20.609657185920952,0.40124014056896407,0.797927451067423,0.12177480218401436,0.21287019678764763,0.37451329091849084,5,0.29288608247688813
ID_C00099,27.115286158729937,38.12511546205761,0.4700250541167762,0.6502993291199956,0.06360839907473352,0.14675198105505474,0.26125792685511956,2,0.3518224295706226
ID_C00100,36.44663479315062,32.73947566223498,0.6803152006980651,0.04549562904136975,0.07915819357286712,0.05130433296643834,0.20630747472268815,1,0.37436423585789746
ID_C00101,24.779057227517377,45.39030801319479,0.351261203962093,0.21161346680022383,0.005,0.04088904369338847,0.1109894967755263,1,0.29944404333307856
ID_C00102,50.46521856312559,72.36452888868165,0.44983806758181843,0.34996389226031005,0.06940644450182952,0.036802059066892163,0.27993036742783256,2,0.3966814367091001
ID_C00103,57.04001099198465,44.36587279040533,0.5222742010206698,0.46985663453715054,0.0540770354949063,0.07094191354930869,0.2070396990712215,6,0.74341561740707
ID_C00104,13.585213707966325,72.07341704752972,0.5724095971796452,0.1911171918015963,0.12473391653552818,0.06111817045488083,0.2123157447818991,1,0.2452234626930333
ID_C00105,29.725770816099555,27.047679428966365,0.25375351639999993,0.14280374477097807,0.0682009488139008,0.08612814892316334,0.2761321910089573,2,0.272484881573723
ID_C00106,20.042801675003737,31.234126498491342,0.3269817912888132,0.6319013197741397,0.16236843444918014,0.03533537287322749,0.35176500783227205,1,0.28185028239043486
ID_C00107,40.72149637963873,46.12841249439247,0.6924245297531804,0.45916668371733305,0.005,0.01140936993694796,0.31266224416406135,2,0.30102067520677844
ID_C00108,46.22747646608864,48.36653103505971,0.7460210027640275,0.522629295564895,0.1831674201192653,0.10236391638307132,0.32868317556720456,1,0.6356119179685417
ID_C00109,43.39233330221391,57.16840059582865,0.5861322156117224,0.4402662325452957,0.07802892627438343,0.056104650721836145,0.24027002724374727,2,0.6784877947623035
ID_C00110,18.185894011568273,22.075061335222884,0.6965155097681515,0.2602031297240574,0.05315954865360039,0.07834201196891755,0.26193647874982773,2,0.35403807336525756
ID_C00111,35.03810046252564,33.33930910680172,0.637311940646115,0.38158242534847786,0.03919379482651615,0.0942835310566921,0.27507769988460606,1,0.04830588508678302
ID_C00112,25.594448904299554,40.505311756248894,0.6595999396469902,0.6881707593377797,0.043402488984151257,0.16221110623295631,0.2830852317025184,4,0.021646712789853806
ID_C00113,9.926334371231993,28.164990331528653,0.625745405285698,0.6190104424764012,0.06892348792109901,0.08039385217798574,0.33095218466208814,4,0.23262203678605395
ID_C00114,25.532908950532697,36.58335335297217,0.6875420995270412,0.5472953572189575,0.005,0.014557895746010761,0.2206464786812815,2,0.11912092226723431
ID_C00115,24.79253872845602,31.891063145459444,0.6642734624193929,0.7301741947747147,0.03353002329261403,0.12091041774233004,0.22253980014058533,2,0.18025776201071692
ID_C00116,21.356257056002537,21.089960350960897,0.5306115339450221,0.26486270953028307,0.1346483839113575,0.060436798968550365,0.15397555079214814,3,0.2987233588058168
ID_C00117,13.589627646140547,35.24770329139132,0.5731453816142795,0.31129653804745994,0.11436048410222326,0.08829447226502632,0.27037553854932794,2,0.5320552182225824
ID_C00118,69.51327015061743,27.53512706679771,0.5897635046044789,0.6484918786733851,0.007668757966494515,0.01693647166770803,0.2556902934650477,1,0.2877123952066684
ID_C00119,27.872785825253093,34.36290038006476,0.4303793432591268,0.31204903713410576,0.14126531509104245,0.05743777677963888,0.32433795272023697,1,0.2776851987376741
ID_C00120,27.265009260061632,15.579861577924282,0.3037014781442886,0.31893813200196053,0.005,0.02011602564254743,0.34624778396908157,3,0.3939070590858191
ID_C00121,13.132076295831283,36.99481483907182,0.4119683344688181,0.34233527077663073,0.07238161482464665,0.06415469396437083,0.27252236894349585,3,0.02582153574056162
ID_C00122,36.075898152489685,51.28849393664713,0.5423763514024683,0.4026585341326099,0.07282148144553942,0.06545476786663253,0.35759400600612445,3,0.43628281945331426
ID_C00123,50.453571938457664,46.24055099110626,0.7133846957444967,0.4692303140225067,0.11313741959134607,0.09101541911735977,0.32836496179213864,3,0.21295301735904293
ID_C00124,28.089010261381972,61.341730587158544,0.43929639377986546,0.5739648041931011,0.03071070085188316,0.07498340831186223,0.2848706706478891,1,0.4463410811204064
ID_C00125,34.39813914679788,42.96831304225228,0.6633949409618722,0.7162081534581752,0.07600996022313457,0.14483886737263918,0.35684828269588226,5,0.22803006610573623
ID_C00126,61.705475425397715,52.04671860320089,0.26326621860303717,0.5193618571856378,0.033175383608183534,0.005,0.3197919327609887,1,0.3300535560312913
ID_C00127,11.31504347965892,29.72248699853265,0.4365302937790265,0.4824199619795863,0.05678826180571249,0.07902365224737655,0.2802713574065303,2,0.4014579730178225
ID_C00128,11.522083623915579,26.86384430292626,0.3438046463825168,0.4534648805191237,0.052139265072876015,0.037889946125288135,0.31071352191785323,4,0.4479482320923236
ID_C00129,13.237451713750502,39.15989455129237,0.3091995415893344,0.6304570301584838,0.022995441914261547,0.1400988505183903,0.30827302095845466,2,0.3451253243547133
ID_C00130,20.813017739316592,72.4450189671997,0.33169585007472724,0.19392458359122544,0.04911008820603157,0.01092789136650376,0.29143850144644695,2,0.10933229229855299
ID_C00131,33.515727573775,60.550277377945854,0.422070539031674,0.44252339861822865,0.0850617441632608,0.13675238585493216,0.3005985791063377,2,0.3789465612519815
ID_C00132,56.81517115628374,36.721324335287555,0.46451306067870635,0.19277963982471327,0.0675596411755558,0.0368321152013448,0.16838014902225762,2,0.2121257542317509
ID_C00133,27.55841350483333,33.50484317819569,0.27255737285463927,0.3062272871914493,0.06832470927073239,0.05881568009792931,0.37564774038658766,1,0.25485454754598424
ID_C00134,29.30802042890853,38.188197443792745,0.44861665073641205,0.36221934672417283,0.08665245764298268,0.046669772419775414,0.3231000025206067,1,0.34523373428344467
ID_C00135,30.332408282427618,110.59110895210917,0.6836515202505906,0.34595905257500736,0.005,0.07072802677665133,0.27024275438178547,2,0.4937441386839915
ID_C00136,30.371424132759078,26.836968849340973,0.6994607881602568,0.7973611392253096,0.0990413563964272,0.10832362615543141,0.3641280722581159,2,0.31130196698787743
ID_C00137,34.059454992161875,25.900241947850272,0.6399349219361559,0.05841765227035621,0.02312351905281293,0.08693484085425088,0.19287210899440876,1,0.07545382607268156
ID_C00138,67.16546541897111,57.266938535708064,0.5078778381440257,0.4575546509999895,0.005,0.07956326854381643,0.26380076122517854,1,0.24100132620414186
ID_C00139,17.954027488723717,52.812489102031215,0.7062243981478209,0.315174814140304,0.04964821242057715,0.06282999527692953,0.1990575628037481,4,0.19774094328412872
ID_C00140,76.37029603236078,67.01112182134538,0.7228468259122367,0.6528022187025877,0.04131095367125295,0.1247647793240098,0.2995265298159759,3,0.39893124748619757
ID_C00141,48.31542281976545,58.47073081886686,0.3344365208063574,0.3729071869842192,0.012840433314776821,0.028295164233980506,0.19822683757710713,2,0.24720147545643495
ID_C00142,12.439556965469853,27.32318206893223,0.4889732903699155,0.4335373999936869,0.13442366710627365,0.015232864250618594,0.3519352741179616,2,0.5790935750258022
ID_C00143,37.4047046228674,35.38376876748631,0.4877805866164674,0.11744549884804681,0.07039592993906144,0.047369396643728225,0.20023779274982642,2,0.5759506911644783
ID_C00144,36.12943686931471,91.90816274575296,0.5812647971831,0.5962960573249447,0.021015557939291024,0.028656019435314706,0.3029852977507494,3,0.13676899604528076
ID_C00145,12.136707437070207,17.258404052952848,0.31557758459235496,0.5125043921708026,0.04946336852300765,0.005,0.27046197698327257,1,0.5515198500270527
ID_C00146,21.017381628517622,38.48972985638065,0.34883349112731976,0.5949978341346549,0.142532522940657,0.09286461092559695,0.29649717693286326,2,0.40536702946898395
ID_C00147,21.64548755230928,51.31636355030269,0.38671485106333625,0.48837069118078924,0.049092588986974134,0.07443649618336116,0.22641493365691281,1,0.1675213637554006
ID_C00148,39.18629913818917,28.4067925853395,0.6575365481093771,0.381852093207118,0.02734820337675975,0.034384914794620525,0.34625733644374196,1,0.27459194369467266
ID_C00149,41.67493487148441,19.371163657088566,0.6258903546153908,0.5997514177804764,0.05529386025610691,0.05169782922923339,0.30740641898210985,1,0.06030399685321683
ID_C00150,13.874623945543899,27.19389069581754,0.7150016736773587,0.7812025262219915,0.037393024404591045,0.13163673160717204,0.31659930415780013,6,0.27955338919726663
ID_C00151,10.421798995475658,51.2026908490945,0.45368119393148615,0.2809391570156945,0.08925918997232463,0.020879297588474,0.32043776930925694,1,0.38990675126410257
ID_C00152,11.080209405005983,24.124844137475268,0.686456008193542,0.123910017699915,0.08359690420531192,0.055923884717981154,0.2747520921999914,3,0.2036111889657954
ID_C00153,42.44737895378194,52.713212321615785,0.34759276490932783,0.47756574805917995,0.02673114603191014,0.12086326014714438,0.21120432056992244,2,0.3925839911714303
ID_C00154,46.45762098340064,42.45048366860759,0.7066425918509879,0.4139924312039114,0.017336995701777005,0.021329197945813977,0.2329889395537142,1,0.16038314402492745
ID_C00155,37.04261131512701,60.25278282577515,0.46625779662118305,0.5525128711216034,0.11120256818934657,0.13853771713842009,0.27935306159482065,2,0.5035308290701968
ID_C00156,50.17020795027369,18.55960679191366,0.2693221549134423,0.5189622005287644,0.043878964951751476,0.06375506240066102,0.2448465459551099,2,0.01867880298973512
ID_C00157,48.682328118201355,30.34599410005519,0.4550243934574971,0.4113557746729807,0.005,0.08565405749763459,0.2435211402932177,3,0.3286320949114132
ID_C00158,60.7986103858823,29.359758614993932,0.6272865691090673,0.3632689820519589,0.10058159237352146,0.01445590876638568,0.26438222791720656,2,0.3234315637775727
ID_C00159,32.432416075314926,38.59574817462286,0.3830154363108326,0.47476258750155165,0.048296855158222234,0.051964967652875935,0.24609642357532507,2,0.08676160328087099
ID_C00160,24.641865273247817,29.512190600089937,0.3309707851248156,0.25465574733278606,0.08047419096169854,0.0793876644127195,0.22962105588840906,3,0.3450074582270808
ID_C00161,29.165235883367565,21.485918424440303,0.5594581905867629,0.5645938294144774,0.04931848442650148,0.13707671470024974,0.33422575804649834,4,0.12346617187381315
ID_C00162,26.235395893112788,15.229530112928284,0.30892195045291554,0.02,0.12213831650469896,0.04702077906680199,0.2784769073646942,2,0.23920767648345564
ID_C00163,28.10312350602537,37.17796211004428,0.5889859262725223,0.3763553580035487,0.05731291637658212,0.09971185502128851,0.2120092146152267,4,0.287680549075124
ID_C00164,46.91214138956054,40.26294958676904,0.29690391200386246,0.6723967428373447,0.12007997425660348,0.18704889668485392,0.3450659782007585,4,0.2727096704827339
ID_C00165,19.887278377337925,66.82486453823904,0.579240384196646,0.3273984902299023,0.10877598212647743,0.012483264930454027,0.2287294936111048,2,0.2232595930935029
ID_C00166,22.520962421541533,24.18834487754005,0.2654464185180161,0.5358604497856199,0.15492226400370973,0.07662971654453604,0.22137358749987796,4,0.34922544188154614
ID_C00167,18.69065367905165,103.41211009509381,0.3653731526336085,0.2703633178709801,0.005,0.037664966490433036,0.22707097366702722,3,0.24558740419576885
ID_C00168,38.331837276782196,67.804676467897,0.6940293475074348,0.19190398114685167,0.005,0.06602476798487433,0.27434157951355514,4,0.372754938733045
ID_C00169,21.909366019631058,68.41476091517285,0.31005531505069217,0.3337298591644736,0.1269178477626631,0.11818386904106055,0.284880199624772,4,0.2890954884448844
ID_C00170,21.763866038752056,36.71294472716747,0.6063748468806498,0.09834892578391671,0.08658496215947387,0.015791642561222063,0.2105222244230361,2,0.2533640182719818
ID_C00171,30.18845421854579,36.73869808794163,0.4151006477988657,0.4671228011613699,0.01901392574951748,0.07557509071556165,0.3156909510053561,1,0.40714269795875463
ID_C00172,26.689481592975117,35.13099779245045,0.3975096043561977,0.3434361251644961,0.09396766222191252,0.06571990734025758,0.36549719770060357,3,0.358855962002788
ID_C00173,26.660577782499523,34.97485888023453,0.28703527636935317,0.4448112727101587,0.04422862485918981,0.05958203954033982,0.32210634795688164,3,0.2626813320090869
ID_C00174,18.784985281861438,41.16903972502273,0.48627799166842856,0.32060917581276394,0.09478002723211665,0.057422896768402815,0.1526598725610217,2,0.47548263161680326
ID_C00175,46.458814834257716,46.75111497418176,0.49079579460302175,0.5516584021340969,0.07751044526399489,0.1603220922930789,0.33545849057460664,2,0.4218618259779515
ID_C00176,11.19329373831781,34.88951154835385,0.46597283050024096,0.6199235415153266,0.005,0.12185754724815678,0.26363472848724884,2,0.24683854161102392
ID_C00177,34.51696225121701,53.71242387102292,0.5707806629821761,0.35903510716319986,0.05369416153017833,0.005,0.30385175636132294,3,0.06566213639421023
